,data,flag
765,"assisted suicide advocate kevorkian ""getting better"" assisted suicide advocate jack kevorkian, who helped more than 130 people end their lives before spending eight years in prison, was ""getting better"" and was ""not in grave danger"" at a detroit-area hospital on friday, his attorney said.",2
766,"the texas tribune: at nursing homes, fears of a budget 'armageddon' the budget passed by the texas house would cut medicaid reimbursements to all texas providers by 10 percent, and state officials confirm that the financial impact on nursing homes would be even greater.",2
767,"northeast: connecticut: a homecoming and a promotion one of the earliest female graduates of the coast guard academy returned on friday to take over its top spot, the first woman selected to lead one of the nation's military academies.",2
768,"veterans advocate kills self after war tours friends and family say the soldier was wracked with survivor's guilt, depression and other emotional struggles after combat.",2
769,"$14 million jury award to ex-inmate is dismissed in a 5-to-4 ruling tuesday, the supreme court threw out the award in favor of a former death row inmate who was freed after prosecutorial misconduct came to light.",2
770,"""maci"" and ""bentley"" soar in baby name game reality television and movies sparked a surge in the popularity of maci, bentley and kellan as baby names last year, a report from the social security administration on thursday suggests.",2
771,news analysis: president adopts a measured course to recapture the middle president obama's actions highlight the centrist style he has adopted since his party's losses in november.,2
772,"for $20 billion bp claims fund, legal challenges loom on the one-year anniversary of the gulf oil spill, bp plc is facing challenges to its effort to contain another potential disaster: mass litigation.",2
773,"""barefoot bandit"" suspect in plea negotiations prosecutors and attorneys for the 20-year-old man accused in a series of crimes attributed to the ""barefoot bandit"" are negotiating a plea deal, a defense lawyer told reuters on thursday.",2
774,loughner loses bid to stop medical record release a federal judge has ordered the release of tucson shooting suspect jared loughner's medical records to a court-appointed psychiatrist assigned to determine if he is mentally competent to stand trial.,2
775,"federal funding needed for bridge repairs: study tens of thousands of bridges in the united states need major repair or replacement, and maintenance backlogs are growing amid tight federal and state budgets, according to a report released on wednesday.",2
776,obama consoles tornado-ravaged joplin president obama visited the missouri city to offer hope to survivors and promises of help.,2
777,wisconsin judge vote turns into proxy fight over unions wisconsin voters head to the polls on tuesday for the first time since republicans approved controversial restrictions on the union rights of public workers that democrats and their supporters vowed to reverse.,2
778,"irobot wins navy contract worth up to $230 million irobot corp has won a contract valued at up to $230 million to deliver portable robotic systems used by u.s. troops to find and dispose of explosives and carry out reconnaissance, the pentagon said on tuesday.",2
779,"lesbian u.s. employee set back in benefits fight a u.s. judge on wednesday dealt a setback to a lesbian federal employee's bid to obtain health insurance for her same-sex spouse, according to a court ruling.",2
780,"probe blames pipe piece in blowout preventer failure the blowout preventer that should have stopped the bp oil spill cold failed because of faulty design and a bent piece of pipe, a testing firm hired by the government said wednesday in a report that appears to shift some blame for the disaster away from the oil giant and toward those who built and maintained the 300-ton safety device.",2
781,racetrack owner tells blagojevich jury of fund-raising pressure the owner of two chicago area racetracks testified on wednesday he felt pressure in late 2008 to raise campaign funds for then-gov. rod blagojevich in exchange for the governor signing a bill favorable to the industry.,2
782,"schools under pressure to spare the rod forever corporal punishment has been on the decline in american schools, but it remains acceptable in 20 states.",2
783,"supreme court issues stay of execution cleve foster, who was scheduled to be executed tuesday, was granted a reprieve while the court examines the case.",2
784,"dozens of cases to be dropped in san francisco police scandal a series of surveillance videotapes showed officers suspected of falsifying reports, illegally entering residences and, in one instance, making a purposefully flawed arrest for drug possession.",2
785,"special utah parking meters to collect coins for homeless looking for loose change to feed a parking meter might also help feed the homeless and ward off panhandling, say sponsors of a new charity program unveiled in utah's capital on thursday.",2
786,"w.j. stuntz, who stimulated legal minds, dies at 52 a harvard law professor known for counterintuitive insights, mr. stuntz blamed judges, lawmakers and prosecutors for sending far too many people to prison.",2
787,"solemn tribute to mark 150 years since civil war's start at dawn on tuesday, re-enactors dressed and armed as confederate soldiers will fire cannons toward fort sumter, commemorating the first shots of the civil war 150 years ago.",2
788,ntsb: cracks found in 3 grounded southwest planes southwest airlines expects to cancel 70 more flights on monday as it inspects older planes for cracks in the fuselage.,2
789,"unemployment rises in nearly all metro areas unemployment rose in nearly all of the 372 largest u.s. cities in january compared to the previous month, mostly because of seasonal changes ...",2
790,"uaw seeks simultaneous talks with automakers the united auto workers will attempt to negotiate simultaneously with all three major u.s. automakers toward a new labor contract this year, union president bob king said on tuesday.",2
791,"witnesses give testimony about arizona sweat lodge ceremony in which 3 died a tucson nurse and a general contractor said they were concerned about the intense heat during the october 2009 ceremony, which led to the deaths of three people.",2
792,"intern: giffords is now talking on phone daniel hernandez, the intern who went to the aid of rep. gabrielle giffords after she was shot, said friday that he has talked to the congresswoman ...",2
793,duck boats return to philadelphia after deadly accident duck boat tourist rides are set to resume in philadelphia on thursday for the first time since a deadly accident last summer killed two tourists and injured 10.,2
794,"lives on edge, focused on the quake zone with japan reeling from serial disasters, worried relatives of americans living there use love, prayer and, in some cases, money to deal from afar with the tragedy and stress.",2
795,chicago man pleads guilty to college bomb threats an 18-year-old chicago man faces up to 10 years in prison after pleading guilty on monday to making bomb threats to dormitories at western illinois university last fall.,2
796,"alabama infections likely caused by faulty sterilizing a failed sterilization process likely caused bacterial infections in 19 alabama patients who received contaminated intravenous nourishment, a health official said on thursday.",2
797,"sara ruddick dies at 76; pondered the nature of mothering in her 1989 book, 'maternal thinking,' she gave motherhood its philosophical due by analyzing the practices and intellectual disciplines involved in raising children.",2
798,"in state parks, the sharpest ax is the budget's after cuts to financing, state parks are pursuing creative and sometimes controversial solutions simply to stay open.",2
799,"in oregon, a house perfectly divided, sharing power like many states, oregon is facing a steep budget deficit this year, but this is the first time its house of representatives has been evenly split.",2
800,"colorado policeman accused of exploiting 15 year-old girl an aurora, colorado, school policeman accused of coercing a runaway girl to take nude photos of herself was arrested on monday, becoming the city's second officer to face sex charges in four months.",2
801,"illinois probing catholic groups for adoption discrimination the state of illinois is looking into allegations that several catholic groups providing adoption services for the state illegally discriminate against unmarried and gay couples, a lawsuit filed on tuesday showed.",2
802,"michigan town's woes a sign of tough choices to come either way you look at it, this michigan city is on the front line -- either it is a harbinger of battles to come over budget cuts across america or a new chapter in the struggle for civil rights.",2
803,"princess diana dresses sell for $276,000 at auction a pair of dresses worn by princess diana sold at a pop culture auction in beverly hills for a total of $276,000, a spokesman for the auction house said on sunday.",2
804,"three climbers rescued from top of mount mckinley three climbers in distress have been plucked from near the peak of mount mckinley in separate helicopter rescues, the national park service said on tuesday.",2
805,"female soldiers' suicide rate triples when at war the suicide rate for female soldiers triples when they go to war, according to the first round of preliminary data from an army study.",2
806,"trash, astronauts caught up in budget fight trash could pile up in the streets of the capital, the statue of liberty will close and astronauts will stay home if the u.s. congress fails to reach a budget deal and the government shuts down.",2
807,"mississippi at baton rouge opens southbound: coast guard the u.s. coast guard said it had reopened a nine-mile (14-km) stretch of the mississippi river near baton rouge, louisiana, to southbound traffic on tuesday afternoon.",2
808,"judge orders john edwards to answer questions about affair former senator and presidential candidate john edwards must testify before a judge about his relationship with his former mistress, rielle hunter, a north carolina judge ruled on friday.",2
809,woman goes to va. court with tiny monkey in bra a woman turned a few heads when she walked into a rural virginia courthouse with a tiny monkey clad in a pink-and-white dress tucked in her  ...,2
810,"struggling st. louis airport takes a shot to the chin, but recovers a tornado on friday forced the closing of the city's gateway, but, bruised and smelling strongly of plywood, the transportation hub reopened for much of its traffic on sunday.",2
811,"black soldiers waged wars on two fronts the american civil war began as a limited war to preserve the union and ended in total war to free the slaves. at the start, the lincoln administration ...",2
812,"two korean war vets receive medal of honor posthumously president barack obama posthumously awarded the medal of honor, the highest declaration of military valor, to two korean war veterans on monday.",2
813,blagojevich chokes up as he defends himself former gov. rod r. blagojevich of illinois said in his federal corruption retrial thursday that federal prosecutors had misrepresented his motives.,2
814,"japan tsunami grazes americas but impact light tsunamis triggered by japan's devastating earthquake that prompted evacuations on the pacific coast of north and south america caused flooding as far away as chile saturday, but damage was limited.",2
815,"new hampshire diversifying but slowly new hampshire's growth has been fueled by minorities, but it is still among the whitest states in the u.s., according to census data.",2
816,"palin tour: campaign prelude or publicity stunt? sarah palin is going rogue again, confounding the press and delighting fans on a family bus tour that could be a prelude to an unconventional white house campaign -- or a branding exercise for palin inc.",2
817,"political memo: a republican stays connected in democratic massachusetts no high-profile democrat has emerged to take on senator scott p. brown, a popular leader and the lone republican in the state's congressional delegation.",2
818,"fiery explosion in minneapolis; no injuries officials say a fiery blast in south minneapolis was a natural gas line explosion, and there are no known injuries.",2
819,"factbox: ten deadliest tornadoes in u.s. history a powerful tornado scored a direct hit on the southwest missouri town of joplin on sunday, killing at least 125 people and leaving at least 823 more injured, authorities said on wednesday.",2
820,"education: computer-based g.e.d. tests planned the american council on education and pearson, a major education and testing company, are starting a partnership to design and deliver a computer-based g.e.d. test.",2
821,conservative congressman's star power extends beyond florida district an african-american tea party-activist republican is becoming a leading spokesman for the right.,2
822,lighter winds help in battle against texas wildfires firefighters took advantage of improved conditions as more than a million acres continued to burn.,2
823,texas house restricts cities aiding illegal immigrants the texas house of representatives late on monday approved a measure that seeks to crack down on cities that provide sanctuary to illegal immigrants.,2
824,"quakers and elite school share uneasy ground friends seminary's $32,870 tuition, selective admissions and private-school culture are anathema to some members of the religious society of friends in manhattan.",2
825,"schwarzenegger whispers become an admission stories of an affair and a child were flying around eight years ago, when arnold schwarzenegger ran for office.",2
826,investing: can you profit in agricultural commodities? bad weather is one factor behind soaring food prices. can you make hay with farm stocks? possibly: but be prepared to harvest gains on a moment's ...,3
827,"hp raises dividend, touts cloud computing hewlett-packard ceo leo apotheker detailed its next-generation strategy.",3
828,high rental car gas prices irk many travelers many frequent travelers are convinced rental car companies make a bundle off gasoline. but companies say they sell it as a convenience to cu ...,3
829,"mtv chief to step down viacom said that judy mcgrath, the chief executive and chairwoman of mtv networks, is leaving and that a replacement has not been named.",3
830,"lehman targets november 17 to win bankruptcy plan ok lehman brothers holdings inc  said it hopes to win court approval of its reorganization plan in mid-november, more than three years after filing the largest bankruptcy in u.s....",3
831,"debt ceiling debate may create opportunity for investors investors who have been waiting for a pullback in stock prices have gotten it, partially thanks to the debt ceiling debate.",3
832,"service sector growth slows in april: ism the pace of growth in the u.s. services sector unexpectedly eased in april to its lowest level since august 2010, according to an industry report released on wednesday.",3
833,turkmenistan gas field is now said to be world's 2nd largest turkmenistan is now thought to be sitting on top of the world's second-largest natural gas field.,3
834,"room for debate: is this tech bubble different? will investors, or the rest of us, pay the price if it bursts?",3
835,tightrope: balance doesn't mean every task in your life gets equal treatment balancing your life doesn't mean devoting equal time to every task.,3
836,"warren buffett says collapse of euro not unthinkable: tv a collapse of the euro currency was not ""unthinkable"" if it comes under too much strain, billionaire investor warren buffett told cnbc on thursday.",3
837,"procter & gamble lowers top end of forecast procter &amp; gamble co  lowered the high end of its profit forecast for the year, as it does what it can to trim costs and increases some prices to offset rising costs for materials.",3
838,married gay couples 'refuse to lie' on tax forms some same-sex married couples are challenging the government's requirement that they file separate tax returns.,3
839,"wal-mart ceo seeing progress in the u.s. business wal-mart stores inc  is making progress bringing items and shoppers back to its u.s. stores, and turning around u.s. sales remains its top priority, president and chief executive mike duke said on tuesday.",3
840,is aig worth buying now the government is cutting its stake? some investors might see the federal government's aig sell-off as a huge buying opportunity. think again.,3
841,wal-mart to buy back billions more in shares wal-mart will de-emphasize fashion apparel and concentrate on basic items like t-shirts and underwear because of the difficult economic climate.,3
842,"pittsburgh's iron city brewery is sold again, to n.y. firm a new york city private equity firm has bought pittsburgh's iron city brewing co.",3
843,"for couric, abc's pitch proved best abc announced that it has signed katie couric to a multiyear contract to host a new daytime talk show, and she will also join the abc news division.",3
844,"ab inbev beer sales drop on brazil rain, u.s. jobs anheuser-busch inbev , the world's largest brewer, suffered a first drop in beer sales for a year and half as price hikes, rain in brazil and high u.s. unemployment deterred drinkers.",3
845,"costly fighter under fire from lawmakers lockheed martin corp's  increasingly costly f-35 joint strike fighter is testing congressional support, with top senators calling on the pentagon to offer alternatives.",3
846,"inspectors say greece missed all fiscal targets: magazine greece has missed all fiscal targets agreed under its bailout plan, a mission from an international inspection team found, putting further funding for athens at risk, according to a german magazine.",3
847,"price of crude oil falls again, but analysts warn it will remain at lofty levels the price of oil is still almost 30 percent higher than a year ago. 'this is a correction, and not a shift in trend,' one analyst said of the recent fall in prices.",3
848,"ireland wants bank creditors to bear pain, ecb says no ireland still wants to force foreign bondholders to bear losses in debt-crippled banks but is being blocked by the european central bank, which ...",3
849,warren buffett on the sokol affair a video of dealbook's andrew ross sorkin talking to the chairman of berkshire hathaway about the lessons learned from the situation with david sokol.,3
850,"new glencore board to decide on xstrata merger: report bringing swiss miners glencore  and xstrata  together would add value but is not on the agenda at the moment, glencore chief executive ivan glasenberg said in a newspaper interview on saturday.",3
851,mortgages: problems with new good faith estimate forms experts say the revamped good faith estimate form still falls short of telling borrowers exactly what they will be paying.,3
852,deutsche bank ceo to appear in court in kirch case deutsche bank  chief executive josef ackermann will appear in a munich court on thursday to testify in one of the lawsuits brought against the bank by fallen german media mogul leo kirch.,3
853,"stocks & bonds: shares move ahead, lifted by u.s. signals despite quake in japan the standard & poor?s 500-stock index made up some of the week?s losses, and the dow and the nasdaq also rose ? each dodging a global slump in the wake of japan?s tragedy.",3
854,"japan recovery takes hold, but debt downgrade looms japan's economy offered more signs of recovery from the deadly march earthquake on tuesday, but moody's ratings agency warned both growth and government action may fall short of what is necessary to bring tokyo's ballooning debt back under control.",3
855,"stocks rise, dow back above 12,000 on deals, easing japan worries stocks jumped monday on corporate dealmaking and easing worries about japan's nuclear crisis.",3
856,"how much technology is too much? embracing the virtual can be great, but sometimes doing things the old-fashioned way is better, especially when it comes to interacting with customers and partners.",3
857,"unemployment falls, jobs added in most states the unemployment rate fell in two-thirds of the nation's states last month.",3
858,black brokers lose bias suit against bofa/merrill bank of america corp won the dismissal of a bias lawsuit by black financial advisers at the former merrill lynch &amp; co who said they were paid lower bonuses than white counterparts to stay on when the companies merged.,3
859,"mutual funds report: first quarter how domestic equities fared during troubles abroad, the success of commodities and more.",3
860,bankrate's journey from buyout to i.p.o. the bankrate deal of 2009 showed the perils of management buyouts and how management could potentially abuse its position. now it's time to cash out.,3
861,"china pushes u.s. on debt ahead of high-level talks china, wielding its huge dollar holdings, on friday pressed washington to tackle its huge fiscal deficit and said it would raise the issue of discrimination against chinese investors at high-level talks next week.",3
862,fears about consumers send shares tumbling signs of declining consumer demand set the market on course for its third week of losses.,3
863,accused middleman admits guilt in u.s. insider case a mortgage broker who secretly recorded two friends accused of trying to cover up one of the biggest u.s. insider trading cases on record pleaded guilty to involvement in the 17-year scheme.,3
864,japan plans up to $127 billion in lending after quake: nikkei the japanese government plans to dedicate up to 10 trillion yen ($127 billion) in crisis lending to businesses to help them finance day-to-day operations and repair damage from last...,3
865,stocks and bonds: earnings upswing propels a broad-based rally investors got an unexpected lift from two bellwether companies ' intel and united technologies ' helping to spark a broad-based rally.,3
866,"civets, brics and juugs did you make money on brics? then maybe you will love civets.",3
867,pay-what-you-want panera called a success panera bread's founder and chairman took a leap of faith one year ago with the opening of a pay-what-you-want restaurant in suburban st. louis. ...,3
868,"as condos fill, retail space remains vacant the developers of some of the city's most expensive condominiums would rather wait for the right tenant than bring in, say, a noisy bar or (horrors!) a discount store.",3
869,"less than 50 years of oil left, hsbc says the bank cautions that growth in developing countries like china could put as many as one billion more cars on the road by midcentury.",3
870,"saab gets a financing lifeline in deal with beijing carmaker hawtai motor of beijing took a 29.9 percent stake in saab's parent, spyker cars, and lent saab 30 million euros to restart production.",3
871,defense rests in rajaratnam insider trading case lawyers for raj rajaratnam on monday rested their case for the defense in the federal trial accusing the galleon group llc founder of insider trading.,3
872,"deal for future seasons of 'mad men' matthew weiner, the ""mad men"" creator, will continue running the show for two more seasons with an option for a third. amc affirmed that the show would not return until early 2012.",3
873,your money: investment advice for small fry two new companies are trying to provide a valuable service: moderately priced investment management.,3
874,"william pennington, casino industry executive, dies at 88 he helped build the circus circus casino empire in nevada and expand the las vegas strip.",3
875,"fannie ex-ceo may face claims in sec probe: report daniel mudd, the former ceo of government-sponsored mortgage firm fannie mae, has received notice from u.s. regulators that he may face claims for allegedly misleading investors...",3
876,"mystery car 84: ciao, baby ... what is this car? this elegant machine seemed worthy of a tip of the hat. we loved the round doors and general swoop of it all. there's also a theme at work here, ...",3
877,"chrysler vows new dodge viper supercar due next year if you need any evidence about how serious chrysler is about creating a next generation of the dodge viper, here it is. expect to see the new ...",3
878,"position limits would hurt investment goals: uscf a futures regulator proposal that would place position limits in the commodities markets may not prevent manipulation or speculation, and would prevent operators of commodity...",3
879,how small companies get in trouble lessons from the turnaround guys (who see the same mistakes all too often). do good times make you stupid?,3
880,"report: dish network, icahn will be among bidders blockbuster bidders set to duke it out for blockbuster at a bankruptcy auction monday reportedly include dish network and carl icahn.",3
881,why your tax refund check may not be in the mail taxpayers who bought a home in 2008 and got a credit on their federal tax return may face delays in getting their refunds this year.,3
882,groupon files for ipo worth up to $750m daily deal site groupon files for initial public offering of stock worth up to $750 million.,3
883,"prosecutors hope for deterrent effect the use of hardball tactics has gotten wall street's attention, but whether it will permanently change the culture is debatable.",3
884,"are the last new cars under $10,000 about to disappear? with the expected introduction of the 2012 nissan versa at the new york auto show next week, the u.s. could lose the last of a breed: the sub-$10,000 ...",3
885,"contracts to buy homes fall to a 7-month low the number of people who signed contracts to buy homes fell sharply in april, hitting its lowest point since fall and renewing fears that a recovery ...",3
886,"economic scene: flirting with a repeat of a stunted recovery positives and negatives in the economy are reminiscent of those from a year ago, when the recovery sputtered.",3
887,"off the shelf: behind the greening of wal-mart in a new book, edward humes tells how a former river-rafting guide convinced wal-mart to change its environmental policies.",3
888,"supreme court hears argument in wal-mart sex bias claim the u.s. supreme court on tuesday questioned a massive sex discrimination lawsuit on behalf of at least 500,000 american women claiming that ...",3
889,catalyst to buy walgreens benefits unit for $525 million the $525 million cash deal is part of a broader consolidation wave among pharmacy health care providers.,3
890,"japan's nikkei closes up 5.68 percent japan's benchmark nikkei average closed up 5.68 percent at 9,093.72 on wednesday, while the broader topix gained 6.64 percent to 817.63.",3
891,"drilling down: caught up in the online video stream on average, viewers of online video spent 4 hours 39 minutes watching in january, according to the nielsen company.",3
892,w.t.o. rules u.s. subsidies for boeing unfair research grants from nasa used to developed lightweight composites are cited in the world trade organization's report.,3
893,"the news, in bright bits the week, with its bite-size articles, the full arc of opinion and a skinny format is growing where other newsweeklies are lagging.",3
894,"the value of urban clustering an analysis of census data shows that it's more important to invest now in education than in infrastructure, an economist writes.",3
895,"good news for grandpa medicare and social security trust funds will be exhausted sooner than estimated last year, largely because of changing forecasts of longevity for the elderly.",3
896,"labor board tells boeing new factory breaks law the national labor relations board says in a complaint that the company chose south carolina for its new 787 dreamliner production line in retaliation against a union, which is illegal.",3
897,"nasdaq, ice urge nyse shareholders to back talks nasdaq omx group  and intercontinentalexchange inc  appealed directly to nyse euronext  stockholders on tuesday, asking them to press the big board's directors to sit down to talk about their joint bid.",3
898,tnk-bp partners reject bp's rosneft olive branch bp's partners in russian joint venture tnk-bp have rejected a peace proposal by the british oil major to involve them in talks on joining a disputed bp alliance with russia's...,3
899,ireland says banks need further 24 billion euros ireland tried to draw a line under its financial crisis on thursday by saying its banks need a further 24 billion euros ($34.11 billion) to withstand further economic shocks.,3
900,"fidelity: health care overhaul will cut retiree health costs a 65-year-old couple retiring this year will spend $230,000, on average, on medical expenses, down 8% from a year ago, according to fidelity ...",3
901,cities build airport cities  'aerotropolises'  for growth development projects next door to airports are back in vogue as financially struggling cities look to attract businesses.,3
902,more people ditching home phone for mobile more than one-fourth of u.s. homes have cut the landline and now use cellphones.,3
903,"off the charts: in a survey of bosses, good news for job seekers american chief executives say they plan to hire. but consumers remain far from certain that jobs will materialize.",3
904,"nasdaq open to selling amex in nyse bid: report nasdaq omx group inc  is open to selling nyse euronext's  american stock exchange to get antitrust clearance and may also consider offering a break-up fee to the big board parent, the wall street journal reported on its website on friday.",3
905,"rajaratnam invests in fund run by trial witness hedge fund founder raj rajaratnam and his family have invested $25 million in a $35 million fund managed by one of his former top executives who testified at rajaratnam's insider trading trial, the jury heard on thursday.",3
906,"nasdaq open to selling amex in nyse bid: source nasdaq omx group inc  told investors it could sell nyse euronext's  american stock exchange and offer a break-up fee to overcome antitrust concerns in its $11.3 billion bid for the big board parent, a source familiar with the situation said on friday.",3
907,boeing to cut 510 jobs as shuttle program winds down boeing co  will lay off about 510 employees in its space exploration division as the united states' space shuttle program draws to a close.,3
908,"sec sues ex-zwirn fund cfo for cash transfers u.s. market regulators on friday sued the former chief financial officer of a multibillion-dollar hedge fund founded by daniel zwirn, accusing him of improperly transferring $870 million between the fund's accounts.",3
909,"warner music suitor's record of deal-making len blavatnik is the leading bidder for the music company. but his last big buyout, of the chemical company lyondell, ended in bankruptcy.",3
910,big medical groups begin patient data-sharing project five big medical groups are creating a consortium to share patient data electronically.,3
911,"ireland expects debt restructuring in 3 years: report ireland's government expects the country's debts will be restructured within the next three years, the irish mail on sunday reported, citing an unnamed senior minister.",3
912,"state street says sec probes its forex pricing state street corp , the world's third largest institutional investor, said it was under investigation by the securities and exchange commission (sec) for its foreign exchange pricing methods for pension plans.",3
913,"oil crashes 10 percent in record rout oil collapsed into free-fall on thursday, diving as much as 10 percent and sending u.s. crude back under $100 a barrel as investors staged a nearly unprecedented stampede for the exits.",3
914,"oil rebounds after 10 percent drop oil prices bounced back on friday from a torrid 10 percent slide the previous session, as shellshocked traders mulled market fundamentals and the frenzy this week that wiped out half the year's gains.",3
915,"euro zone inflation rises, points to higher ecb rates euro zone inflation rose further above the european central bank's target in april, increasing the chances of an interest rate rise in june, despite a weakening of economic sentiment and household demand.",3
916,delta air lines q1 loss grows to $318 million delta air lines inc. says raising fares should allow it to make up for the higher fuel prices that drove a $318 million loss in the first qu ...,3
917,drop in oil imports helps narrow trade deficit in february the u.s. trade deficit fell 2.6% to $45.8 billion in february because of a big drop in oil imports.,3
918,"warner music nears a sale to access warner music, one of the big four music record companies, is near a sale to the russian-born industrial magnate len blavatnik for more than $3 billion.",3
919,beer app on facebook raises toast to dads a facebook promo that casual dining chain t.g.i. friday's will officially roll out thursday lets you buy dad a beer.,3
920,"ford sales goal: up 50% in just 4 years on asia, africa growth ford ceo alan mulally will tell an investor meeting today that he wants to raise global sales 50% to 8 million in just four years.",3
921,"bp's arctic oil deal with rosneft collapses bp's plan to gain a foothold in russia's offshore arctic oilfields through a deal with state-controlled rosneft has collapsed, opening the way for other oil groups to try to fill its place.",3
922,eu wants more portugal austerity as eu unions protest eu finance ministers on saturday urged portugal to commit to reforms and defended the region's austerity steps as tens of thousands of european workers protested in budapest against spending cuts.,3
923,"cisco trims fat and sets shake-up in motion cisco systems inc  ceo john chambers, cutting back a bloated management bureaucracy he helped build, has kicked off a sweeping overhaul to revive the networking equipment maker's flagging fortunes.",3
924,"merck, sanofi abandon vet medicine joint venture drugmakers merck and sanofi-aventis on tuesday abandoned a year-old effort to create a veterinary medicine joint venture because of the deal's ...",3
925,"stocks edge higher but leave banks behind stocks closed slightly higher thursday, shrugging off earlier losses due to an unexpected rise in unemployment claims.",3
926,"hiring in u.s. slowed in may with 54,000 jobs added the unemployment rate rose to 9.1 percent, raising concerns once again about the underlying strength of the economic recovery.",3
927,"wendy's/arby's plans to raise prices, earnings dissapoint wendy's/arby's group plans to raise prices. the company also cut its outlook after a disappointing earnings report.",3
928,chrysler dumps social media firm over twitter f-bomb now chrysler is firing the outside social media firm it hired its official chryslerautos twitter account for dropping the f-bomb in a tweet.,3
929,"expedia plans to split into two tripadvisor would become a separate, publicly traded company under the plan.",3
930,costco reports 6% increase in profit rising sales and membership fees at the warehouse club outweighed higher costs for commodities and declining profit margins.,3
931,"ubs committed to integrated bank, including ib swiss bank ubs  is committed to its integrated business model, including its investment bank.",3
932,online mapping shows potential to transform relief efforts a new report says that online mapping to aid humanitarian services requires better coordination and communication between volunteers and agencies.,3
933,"square feet: historic city at odds with its popularity as cruise port plans to open a new cruise ship terminal has drawn opposition from residents in charleston, s.c., who are fearful that too many visitors will overwhelm the city's cultivated charm.",3
934,"foreclosures may have crested, but recovery's slow a decline in new problem loans may signal a receding in 5-year foreclosure wave",3
935,playbook prices announced the wi-fi-only version of r.i.m.'s tablet computer will match apple's ipad in price and storage.,3
936,"australia's economy contracts most in 20 years annual growth in gross domestic product slowed to 1 percent, down from 2.7 percent. but the outlook is positive, thanks to a strong mining sector and the likely rebound after disasters at home and abroad.",3
937,"gasoline demand dips even as cost falls: mastercard retail gasoline demand fell last week versus a year earlier, as prices dropped for a second straight week but stayed above 2010 levels, a report by mastercard advisors' spendingpulse showed on tuesday.",3
938,"troubled employers and your company charge card if you follow your company's expense policy, you shouldn't be held liable for your corporate card balance.",3
939,"law schools, grades and scholarships readers respond to 'behind the curve: how law students lose the grant game, and how their schools win' (may 1).",3
940,"ufc looking to buy part of g4 channel comcast has been in negotiations with the ultimate fighting championship, which wants to expand its television footprint.",3
941,"statoil to sell pipeline stake for $3.2 billion statoil, the norwegian oil and natural gas giant, said on monday that it would sell a 24.1 percent stake in the joint pipeline venture gassled for 17.35 billion norwegian kroner.",3
942,"new-home sales rise in march, but rate is still low new-home sales rose 11% in marchto a seasonally adjusted rate of 300,000 homes. that follows three straight monthly declines.",3
943,wall street higher after g.d.p. report first-quarter growth of 1.8 percent was the weakest since last spring. corporate earnings results were mixed.,3
944,"special report: is buffett's teflon finally wearing off? aside from maybe the odd cheeseburger stain on his tie, nothing much sticks to warren buffett.",3
945,"u.s. plans to exempt forex swaps from new rules in a big win for business, the treasury proposed on friday to exempt commonly used foreign exchange swaps and forwards from the most onerous new rules for the derivatives market.",3
946,france's christine lagarde launches bid for imf leadership french finance minister christine lagarde on wednesday launched her bid to lead the international monetary fund.,3
947,"pending home sales rose 5.1 percent in march pending sales of existing u.s. homes were much stronger than expected in march and a homebuilding company trimmed losses, offering faint glimmers of hope for the depressed u.s. housing market.",3
948,"nike to raise prices sharply as costs hit gains nike inc  plans to raise the prices on its shoes and sports clothing markedly in 2012 to cope with the rising costs of oil, cotton and transportation that are hurting its...",3
949,"nike to raise prices sharply as costs hit gains nike inc  plans to raise the prices on its shoes and sports clothing markedly in 2012 to cope with the rising costs of oil, cotton and transportation that are hurting its...",3
950,"builder outlook falls ahead of spring season a bevy of issues are dogging the ailing housing industry: high unemployment, tighter bank lending standards and bigger required down-payments ...",3
951,"homebuilder sentiment slips in april u.s. homebuilder sentiment slipped a notch in april as home prices continued to fall in most areas of the country amid widespread foreclosures, a survey released on monday showed.",3
952,obama nominates john bryson to be commerce secretary president obama has chosen businessman john bryson to lead the commerce department.,3
953,"bank overdraft fees pile up despite fed regulation consumers continue to spend billions on overdraft protection fees, despite a new federal reserve regulation that requires banks to obtain customers' ...",3
954,"uruguay economy grew 6.5 percent in 4th-quarter 2010 uruguay's economy grew by 6.5 percent in the last quarter of 2010 compared with the year-earlier period, while full-year growth came in at 8.5 percent, the central bank said on...",3
955,"cyrus harvey, an extravagant entrepreneur, dies at 85 mr. harvey created two significant business brands in very disparate fields ' a film company and a soap company.",3
956,"small oil drillers say new rules threaten wildcatters' survival tightening of regulations for offshore drilling after the bp oil disaster in the gulf of mexico is strangling small independent companies, some ...",3
957,crude oil settles at $105.60 a barrel oil traded as high as $106.69 a barrel thursday in a nervous and uncertain energy market.,3
958,"businesses, lawmakers urge cftc to tap the brakes the u.s. futures regulator must swallow its pride and ask congress for a delay in implementing derivatives regulations, some lawmakers and businesses said on thursday as they criticized the agency for moving too fast.",3
959,"at insider trial, defense attacks witness' drug use a lawyer for a technology consultant who faces insider trading charges tried to shatter the credibility of a key prosecution witness, citing his disoriented romp on a san francisco street after a bad drug experience.",3
960,"imf warns on eastern europe budgets growth in eastern europe should accelerate only slightly this year as domestic demand recovers, but trouble in the euro zone periphery, wide budget deficits and inflation pressures still pose risks, the imf said on thursday.",3
